product_id,category_id,subcategory_id,product_name,description,base_price,sale_price,stock_quantity,weight_kg,is_active,created_at,brand,sku,rating,review_count
505,3,301,Smith LLC Season,"Matter like coach plant choice support build.
Tv in piece place study.
Success role under she. Understand page risk ball open. Suddenly sort small town hotel present visit.",256.24,230.61,702,12.41,True,2023-01-25,"Moore, Church and Reese",SKU-91937,3.1,377
506,2,205,Mann and Sons Tax,"Fall central nation near run turn. Born federal ability idea trade develop health bar.
Apply without he about learn economy relate. Practice bring sport type baby similar.",793.55,654.81,238,6.4,True,2023-01-21,Cooper-Mckinney,SKU-55523,4.6,464
507,2,201,"Flores, Cochran and Vega Star","Career teach house themselves ten. Company standard let. Office attention Republican success.
Them car college usually away. Admit economy evening city effect.",692.36,603.48,137,5.09,False,2023-01-23,"Henson, Johnson and Snow",SKU-67344,4.1,568
508,4,402,Smith Group West,Level life first whose rate bit. Government gas operation represent teacher you early. Film network or these evidence.,571.03,518.91,331,14.67,True,2023-01-27,"Rogers, Rivera and Houston",SKU-88470,4.8,588
509,2,201,Patrick LLC Under,"Thank yourself Mr spring learn hold prevent. Become could little relationship.
Image different admit middle across company use nice. Record fact must tonight plan.",535.83,476.82,839,5.34,True,2023-01-01,"Jordan, Farley and Coleman",SKU-93627,4.0,771
510,2,201,Schmidt Ltd Yourself,"Government that miss. Up painting age lawyer score.
Fly best institution you sit. Until last admit organization behind.
Myself after story hundred court local even.",623.54,544.23,635,4.85,True,2023-01-22,Bowen Group,SKU-80642,4.6,210
511,5,504,Ryan-Roberson City,"Method drug effect research security lawyer I. Right strategy right. Sea way beyond management case about.
Eye after Mr score understand song. Maybe give surface what. Smile member little all.",768.08,638.14,289,6.52,True,2023-01-04,Valdez-Wright,SKU-22616,4.0,84
512,1,102,"Perez, Bennett and Jones Decision",Role behind military camera body leave feeling. Reach fire scene. Pull avoid reduce reduce benefit best reason society.,186.85,150.65,109,9.76,False,2023-01-19,"Miller, Hebert and Miller",SKU-94115,4.7,685
513,4,405,"Schroeder, Larson and Dean Current",Resource year much middle beyond professor woman market. Item include computer assume plan.,627.73,576.29,50,7.39,True,2023-01-03,Leach-Brady,SKU-11715,4.9,232
514,4,401,West-Hernandez Phone,Church guess law maintain international occur low future. Budget Democrat clear paper sort administration. Would summer why star above admit describe.,473.38,439.19,369,11.2,True,2023-01-14,Beck-Thompson,SKU-58374,4.6,75
515,5,503,Figueroa-Johnson Training,Rate professor now side different good. Pass responsibility authority democratic table truth network son. Everyone whose usually receive what that create.,533.73,505.37,854,6.15,True,2023-01-31,"Haas, Harper and Garrett",SKU-78089,3.2,760
516,2,205,"Navarro, Miller and Wood Within","Understand throughout size professional arrive. Certainly wait really. Practice cover benefit system firm ball raise.
Why science rate set everything example.",391.48,328.3,672,5.05,True,2023-01-06,Parker-Johnson,SKU-83193,4.5,447
517,1,105,Larson-Reid Seek,Ever almost upon though administration media. Dream rather business teacher TV center.,364.38,324.94,681,8.6,True,2023-01-26,"Alexander, Stafford and King",SKU-33644,4.1,533
518,3,302,"Whitaker, Miller and Sanders President","Most buy set. Try seem total few effort result court.
Drop keep wear current across speech. At eye reflect across international town remember.",538.56,495.47,955,7.11,True,2023-01-11,"Bell, Sparks and Wilson",SKU-58722,3.8,660
519,4,403,Long and Sons Practice,"Choose positive stuff close player cause smile. Probably tough concern black notice final theory. Stage describe fly threat before.
Large benefit tend class onto ground. Sell degree project day.",612.33,558.83,219,7.56,True,2023-01-24,"Brown, Clark and Nunez",SKU-43303,3.7,486
520,4,404,Oconnell-Huynh Reflect,"Conference however significant movie tax. Those at budget some.
Yourself quite final six best spend. Window cup note speak under the floor.",10.19,8.23,291,11.96,True,2023-01-29,"Pierce, Rowe and Bates",SKU-49562,3.0,245
521,2,203,Fields Ltd Within,"General loss action onto use. Be by population far pass build treatment important.
Politics authority physical inside ahead authority sense thousand. Near detail morning so.",31.48,30.36,706,16.46,True,2023-01-17,"Robinson, Beard and Carter",SKU-82918,4.1,604
522,2,201,"Berger, Brown and Daniel Everyone",Response control appear true production able. Really management well question might attention commercial wind. Teach marriage meet number yes firm. Beyond increase sense long land boy.,47.36,41.26,141,5.37,True,2023-01-08,Murphy Group,SKU-40539,3.5,322
523,1,105,Davis Group Affect,Enter hit crime identify arm. Until occur issue score single machine protect. Else down network Mr agency unit work. Run or civil matter artist represent.,405.8,399.14,751,1.64,True,2023-01-16,Cannon LLC,SKU-32662,4.0,943
524,5,501,"Rodriguez, Gonzales and Blanchard Through",Develop medical his kitchen month century goal. Common despite democratic commercial behind professional. Down street up before cause.,599.28,515.43,748,16.19,True,2023-01-25,"Montgomery, Banks and Steele",SKU-17329,4.8,360
525,3,304,White-Kelly Career,"Recently body Republican. Baby thank street huge.
Tree computer who hotel. Poor trial guess he former western.",422.36,411.19,890,15.43,True,2023-01-28,"Little, Jones and Atkins",SKU-88944,4.9,663
526,4,401,"Martinez, Herrera and Brown Car","Speech particularly late wish. Put similar such live place person instead understand.
Success local community protect as subject. Water together push send manager approach international.",311.74,251.96,552,11.34,True,2023-01-23,"Stewart, Scott and Hansen",SKU-38940,3.3,704
527,4,404,Wright PLC Everything,"Attack catch card later. Garden hour white color.
Born project model attorney able lose add law. Health consumer bill.
Take protect wind dream. Onto effort person rock. Idea would couple your nation.",755.31,691.15,92,4.52,True,2023-01-13,Espinoza-Medina,SKU-29400,3.3,100
528,4,405,Brennan-Norman Success,"Effect its score situation step security relationship. Speech often seem own two piece.
Similar young night staff through their show. Century small yet long size relate group.",747.86,680.28,268,1.79,True,2023-01-25,"Carr, Hart and Mendez",SKU-27088,4.5,518
529,5,502,"Bridges, Clark and Byrd Nearly",Significant drop woman start collection put. Resource history especially close game lose. Draw economy low improve mouth wife.,492.98,458.7,200,11.27,True,2023-01-17,Robinson-Williams,SKU-42275,3.5,288
530,4,403,Davenport-Walton Consumer,Choice themselves bring station with style. Physical her recognize few play fight fish.,687.89,629.56,115,13.47,True,2023-01-12,Cobb-Carter,SKU-34967,3.6,630
531,1,103,Rubio PLC Reveal,"Risk study large north. Somebody get level.
Standard discuss key require language it. Process lot minute quite be safe fight.",177.56,154.47,841,19.8,True,2023-01-05,"Wright, Stephens and Black",SKU-67732,3.1,852
532,2,202,Lutz-White Hour,"Natural join security. Time young less admit social begin himself.
Security talk guess. Book various clearly drop cup cold. Continue project base space media skin interest.",688.51,572.28,745,17.07,True,2023-01-02,Yoder Inc,SKU-41856,4.9,957
533,2,203,"Johnson, Le and Melendez Western","Price there also know. Themselves box happy give.
Employee return manager role least. Rest seven good house whose issue. During behind couple.",23.6,22.15,113,6.17,True,2023-01-11,Caldwell and Sons,SKU-37395,4.5,233
534,2,205,Hoffman-Brown Much,Common moment challenge itself. Without production financial white capital.,528.03,449.74,494,12.5,True,2023-01-23,"Hunter, Howard and Hill",SKU-97590,3.0,610
535,5,501,Hampton-Vazquez Result,"White for down together tend. Personal allow worry.
Senior during drop under. Build dinner college enough.",262.9,213.48,205,15.8,True,2023-01-02,Alexander PLC,SKU-70943,4.3,23
536,1,104,"Gutierrez, Gomez and Castaneda Get","Shake way section somebody their choice.
Beautiful per gas near. Land interesting drive four while add. Tax story over common.",663.77,619.03,934,13.24,True,2023-01-01,"Hampton, Quinn and Thompson",SKU-48337,4.7,680
537,4,402,Rodriguez-Fernandez Letter,"Goal pretty however dinner likely. Station reach cover put bill appear.
Partner human both.",979.99,883.67,726,2.08,True,2023-01-28,Hodge-Fowler,SKU-88263,4.1,205
538,2,205,Price-Page Join,"West nearly pretty. Edge street message hand strategy company.
Indeed money local our company. Whole over light half weight cover.
Figure discuss worker building visit where.",967.12,882.15,729,0.53,True,2023-01-17,"Stevens, Cannon and Watkins",SKU-49967,3.7,421
539,2,201,Davenport-Bishop History,Listen current memory situation difference. Ever reason say so water individual. Into individual within site law take.,353.31,307.52,640,6.12,True,2023-01-17,Craig-Gutierrez,SKU-46159,4.6,656
540,3,304,Gordon and Sons Area,Real class today relationship PM sea research. Inside north organization view knowledge. Radio on deep shake look quite. Like dream see heart for.,891.5,858.49,30,18.89,True,2023-01-08,"Carlson, Brewer and Cantrell",SKU-29884,3.7,414
541,2,201,Castillo-Morgan Hospital,"Direction call where rather follow manage help.
Exist air difficult exactly hold name before. Treat thing television major produce boy.",732.59,662.37,694,12.29,True,2023-01-08,"Kirby, Lambert and Brown",SKU-64700,3.5,180
542,4,403,Rodriguez-Bowen Reveal,"Create hand increase value.
Pay former responsibility deep. Seek again world these southern artist. Human bank cause nearly morning. Start consider right campaign down impact risk.",910.64,788.48,555,2.72,True,2023-01-19,Preston Inc,SKU-80956,4.4,226
543,2,203,"Cunningham, Garcia and Garcia Between","Part check industry base save. Notice serious special cultural throughout.
Generation police cost last fall between stuff subject. Woman talk believe grow only interview.",691.65,677.63,931,2.79,True,2023-01-25,Browning and Sons,SKU-29025,4.3,600
544,2,203,Wilson-Wade Style,"Give send water. Former four begin nothing win. Lose bill resource live character anyone two upon.
Carry later allow director call area back seat. Time study base brother news someone.",77.14,69.93,736,2.46,True,2023-01-29,"Turner, Ross and Walls",SKU-29073,4.5,794
545,3,304,"Shields, Hudson and Kirby Card","Full control off generation. Ball here bank once in be.
It soon capital yes message. Light admit lose sort.",961.58,827.61,763,18.68,True,2023-01-30,Wolfe PLC,SKU-45887,3.3,203
546,1,102,Harris-Horn Mrs,Camera go recent structure should painting generation know. Rather lay participant recently. Exist find Congress support include. Nearly reach box use time.,192.9,183.73,626,12.38,True,2023-01-20,"Owens, Collins and Riley",SKU-40266,4.2,246
547,1,103,"Park, Smith and Erickson Sport","Side pattern same reality thank our consider. Tend hand participant born help edge continue.
Other name admit interview. Before control field understand arm become. Receive among himself know.",88.68,84.78,137,10.1,True,2023-01-23,Moreno and Sons,SKU-95140,3.7,885
548,4,404,"Diaz, Banks and Miles From","Artist measure benefit process best. Else rise rich get office.
Central ever itself protect big. Pass stay serve force. Enjoy feel soon order.",479.11,398.98,231,0.74,True,2023-01-01,Ford-Mccarty,SKU-45370,4.9,241
549,2,202,"Calderon, Estrada and Lewis Summer","Nor much impact in ever toward. Civil remain north.
Service outside part water child. Address official maintain tree type.",75.47,74.37,449,17.36,True,2023-01-11,"Ruiz, Harris and Williams",SKU-69971,4.8,452
550,4,401,Diaz-Lee Deal,"Deal garden share up include market name three. Hit top high thus particular free.
Perform stay answer again Mr during. Clearly improve Mr rest.",611.85,590.35,737,6.33,True,2023-01-24,"Richards, Macdonald and Jackson",SKU-84964,4.2,556
551,1,105,Lee Inc View,"Agency learn today responsibility artist. Push and deal phone.
Shoulder agent ten wear mention technology work.",118.22,105.38,898,0.94,True,2023-01-17,"Barr, Pena and Nichols",SKU-80499,3.8,762
552,1,105,Wright-Grant Food,Suggest probably little officer TV maybe role still. These just dinner opportunity government wonder treatment your. Sure business choice we put.,393.52,375.04,985,1.08,True,2023-01-13,Baldwin Inc,SKU-49918,4.5,304
553,4,402,Rodriguez Group Turn,"Item concern finish interest itself before.
From know interesting entire religious.",428.24,395.1,55,13.83,True,2023-01-15,Sanchez Group,SKU-94685,3.9,758
554,5,501,Flores-Morrow Space,House several city throughout scene rather. Entire position far than by leg. Find pattern head reality data.,187.97,172.39,915,13.95,True,2023-01-14,Perkins-Martin,SKU-52396,3.9,194
555,4,405,"Martinez, Barnes and Martin Reach",Responsibility catch want exist hit television. Before art beautiful change. Computer report perform general summer street through.,897.65,878.94,903,9.15,True,2023-01-23,Schmidt and Sons,SKU-95010,4.8,832
556,2,201,Adams-Lawson Phone,Fall one single give actually heavy. Organization identify success measure. Democrat suddenly even base information.,100.28,94.39,649,7.32,True,2023-01-13,Duncan-Thornton,SKU-77065,4.2,182
557,4,405,Crane PLC Likely,Audience off fine what hold street break record. Seek describe possible mind more tree. Serve picture hair.,386.8,368.87,934,6.77,True,2023-01-28,Rogers PLC,SKU-29672,3.3,167
558,2,201,Calderon PLC Safe,Collection ago out pay very pretty. Friend conference young attention service admit especially. Sure tell interview drop.,425.39,366.64,787,19.22,True,2023-01-06,"Eaton, Prince and Green",SKU-25408,4.8,996
559,2,201,Fletcher Ltd Same,Entire quite say white protect instead. At grow oil since. Century home boy.,626.33,532.77,469,10.0,True,2023-01-26,"Ellis, Marks and Rogers",SKU-10753,4.2,521
560,2,202,Hardy Inc Painting,Interest write serious agency wind. Television anything network lay president necessary imagine. Show me attorney impact provide same.,592.97,530.8,419,8.89,True,2023-01-01,Fisher-Robinson,SKU-42075,4.8,307
561,5,505,"Lewis, Perry and Jackson Focus",Apply though picture appear beat behind try. Boy partner business experience win medical. Law where development character wish. Board early week energy receive compare.,821.92,691.67,189,3.05,True,2023-01-02,Martin LLC,SKU-29054,4.7,705
562,5,505,Harris-Case Receive,"Protect lay line. Former big training stop challenge. Answer reveal from attention.
Blood view should director. Between current try staff change sense.",305.46,300.59,50,2.27,True,2023-01-06,Osborne-Stephens,SKU-98092,3.6,691
563,5,505,Cox PLC Gas,Commercial ten operation game begin last. Hope change great four. Right receive trial police strong field including.,789.43,659.56,466,15.01,True,2023-01-02,"Davis, Ford and Webster",SKU-22206,4.5,342
564,3,304,Abbott PLC Wide,Thought across indicate particular soldier. Position may wall should control apply home away. Image about management. Official really place by hear.,822.06,782.35,863,11.05,True,2023-01-05,Cortez-Gray,SKU-25993,4.4,297
565,3,305,Anderson-Powell Nearly,Trip soldier very industry figure. Drug purpose rise beautiful.,419.62,353.31,214,12.28,True,2023-01-24,Galvan PLC,SKU-92441,4.1,102
566,4,405,"Lucero, Martin and Campbell Radio","Stand similar gun color reveal. Account entire wide experience adult adult various.
Draw indicate point ago. Good little almost quite. Collection take cultural physical all compare.",934.55,931.99,294,8.6,True,2023-01-09,"Baker, King and Young",SKU-78864,4.2,659
567,3,302,Jackson-Garcia Movie,"Social top win treat sing find kitchen. Too move meeting century.
Share bank different like. Box may night prove. Technology this for chance. Gun become finish send garden.",618.15,555.89,746,12.67,True,2023-01-06,Jarvis-Combs,SKU-89876,3.5,312
568,2,201,Olson-Montes Run,"Over thus rest expect serious somebody member. Smile reveal become industry fact free green machine.
Above affect western kitchen.
Marriage read hour. Feel song issue everybody company second.",127.03,113.43,815,2.45,True,2023-01-26,Calderon-Watts,SKU-90649,5.0,449
569,1,103,Taylor-Moore Option,"Again kitchen more history. Yourself look at truth usually international wrong. Spend range claim station number reveal.
Recent unit show hold treatment age by. Option common what pressure.",356.15,342.34,217,0.32,True,2023-01-10,Bond Ltd,SKU-43347,4.6,333
570,3,305,Richardson-Parker Exist,Natural return usually policy thing long. Exactly development sure onto case. Recently eye become serious near. Peace without tonight serious avoid green think speech.,554.49,528.66,116,13.75,True,2023-01-24,Vasquez-Vargas,SKU-84569,4.2,37
571,2,202,Harris-Walker Rate,Protect local size fly ability history hundred. Alone impact kitchen low high surface amount service.,337.21,292.56,688,9.63,True,2023-01-02,Morrison-Sandoval,SKU-94626,3.3,178
572,4,405,"Walker, Vance and Jenkins Religious","Present blood remember letter consumer score and. More until again.
Firm music situation Congress opportunity find.",896.97,800.54,833,8.34,True,2023-01-27,"Moses, Williams and Greene",SKU-78298,3.6,755
573,3,305,"Lozano, Morales and Fisher Check",Beat dog partner. First send friend culture behind event. Family morning action understand imagine.,540.53,454.94,701,6.7,True,2023-01-26,"Snow, Ellis and Bell",SKU-56346,3.1,176
574,3,301,Lindsey PLC Knowledge,"Because Republican impact PM you. West decade move goal identify. Student return three win forget husband hot.
Poor human often whole check including. Strategy generation sense rise wind card.",345.76,302.56,547,16.86,True,2023-01-13,Andrade-Bell,SKU-34560,4.2,906
575,3,303,"Estes, Simmons and Burns Role","Action forget because agree. Water hold give word consumer style.
Image school game thousand me do drive. Financial ahead gas something. Suffer at see marriage.",712.74,608.89,88,9.99,True,2023-01-15,"Drake, Short and Braun",SKU-49666,3.4,331
576,2,201,Davies-Daniels West,Hand art matter benefit represent wait since. Live rest great tend.,380.47,307.22,206,18.28,True,2023-01-01,Huff PLC,SKU-73263,4.8,177
577,2,203,Welch-Kennedy Black,With herself always box develop. Early become today tough factor research. Ahead election hotel others college treatment us.,924.4,874.93,536,6.28,True,2023-01-25,Fritz LLC,SKU-22878,4.6,973
578,5,502,Williams PLC Value,"The own indicate eat for another. Section support matter sea several table star.
City far town hair window. Money sing throw win specific. Social create adult with set heart meeting.",213.14,172.07,396,14.3,True,2023-01-01,Woods-Schultz,SKU-50760,4.9,725
579,5,501,"Burgess, Dodson and Ball Than","Home third out somebody. Lot firm point house. See how discuss financial economy wear.
Executive effect similar she social help drop. Economic ready time lose feel force. Reveal deep development.",339.96,332.42,105,10.46,True,2023-01-10,"Jones, Maxwell and Gray",SKU-12946,4.2,330
580,2,203,"Powers, Copeland and Walker Whole","Theory task method. Stop office happy Republican career rest discussion bill. Impact loss area class.
Wait Mr hot. Its yes company product pull.",208.55,178.79,545,6.45,True,2023-01-04,Walsh Inc,SKU-45737,3.3,302
581,1,101,Kaiser Inc Process,Air huge pass director staff heavy those. Animal never stock family way feel. Which page he research.,958.72,874.28,104,4.21,True,2023-01-11,Camacho-Shaw,SKU-45527,3.3,730
582,3,305,"Hampton, Brown and Rivera Foot","Ready there education gun standard fly. Class main fund never. Suffer generation discussion enter.
Ago account loss teacher. Quite eat medical adult.",252.38,205.5,627,17.86,True,2023-01-02,"Cox, Jordan and Anderson",SKU-27049,3.1,941
583,1,101,Barton PLC Next,"Know myself type film.
Control do near tonight could. Year represent notice season outside. Front charge dog current during second stop our.
Position agreement pay me unit. Store practice somebody.",389.76,318.52,401,3.66,True,2023-01-19,Graham-White,SKU-92505,4.7,731
584,4,405,"Peterson, Johnson and Johnson Old",Why power eat piece your. Phone whole both Congress. Including we character.,362.07,313.72,202,14.29,True,2023-01-18,Gordon Inc,SKU-20295,4.9,796
585,4,405,"Fields, Jones and Villa Point","Space season real purpose real truth world. Program management before huge discussion clearly.
Them most usually. Out send west blue.",140.48,135.22,941,14.0,False,2023-01-10,Collier Inc,SKU-99715,4.3,802
586,4,404,Clark Group Course,"Specific whether way. Behind choose material become power who significant they.
Fear consumer he smile yet consumer image. Send outside appear side. Close discuss wall they pass note.",239.38,202.22,881,17.92,True,2023-01-12,"Warren, Davis and Montoya",SKU-61390,3.4,949
587,3,303,Salas-Davis Administration,Right story better pass raise. She simply two economic job health remain.,458.75,369.78,486,2.35,True,2023-01-28,George Ltd,SKU-32387,3.6,374
588,5,505,Morse PLC Determine,Yes and air trial health best reason. Very admit city attack stock around. Rock action environmental argue behind.,136.12,111.7,837,14.31,True,2023-01-18,Lopez Group,SKU-95124,3.1,324
589,5,504,"Perez, Montgomery and Rivera Industry","Gun staff environment receive wall end middle. Firm service yard fast billion team why. Democrat process nothing size four minute.
Guy who goal which and. Prepare do grow figure.",406.81,359.08,635,4.95,True,2023-01-16,"Lutz, Moody and Stewart",SKU-60307,3.1,230
590,5,504,Bender PLC Can,"Player would reveal personal hit.
Seat while party story window his bed.
Protect call mention think model. Several event explain of. Series street story partner.",786.47,697.66,806,6.91,True,2023-01-06,Logan-Rodriguez,SKU-96849,4.3,775
591,5,504,"Wilson, Miller and Martin Forget",Plan pretty fight information same. Loss finally pass join read recent identify different. Now involve me candidate pattern ask rest.,123.18,113.23,333,11.15,True,2023-01-06,Rowe Inc,SKU-50374,4.9,84
592,5,501,"Chavez, Rogers and Smith Media","Close act building sell myself simple affect.
Campaign bill build billion know operation fight. Someone stock itself. Situation share of a serve where.",688.65,633.07,839,7.64,True,2023-01-22,"Lucas, Beasley and Anderson",SKU-18058,3.2,853
593,2,205,"Rogers, Phillips and Welch Policy","Anything daughter season. Town success east during blood.
Ball letter stock wrong people. Before chance these different.",904.22,838.42,0,15.17,True,2023-01-15,Wilkins Inc,SKU-79632,3.6,642
594,5,504,"Munoz, Briggs and Clark Event","Effect age various beyond. From environment fill reason billion entire.
Statement worker check recognize authority. Pass card little.
Weight drop table. Involve certainly live part near.",203.71,190.73,324,6.06,True,2023-01-22,Jackson Ltd,SKU-49917,4.8,977
595,4,403,Baker PLC Source,Center against recently pay suddenly mind dream. Believe look out management yeah without option. Yet strategy decision someone of administration mention. Star continue year watch.,990.39,907.73,626,19.73,True,2023-01-05,"Perez, Elliott and Owens",SKU-48559,3.1,939
596,5,501,Chandler and Sons Full,"Today adult assume decision nor forward. Event anyone marriage unit market community.
Also answer police police. Claim impact buy deal. So bag support.",10.83,9.88,367,2.28,True,2023-01-01,"Good, Bates and Fowler",SKU-40833,3.9,613
597,4,403,Santiago-Barnes Give,"Recent behavior market rest nor. Sport wind officer rather sing lawyer former artist. Test direction at full hour.
Use pick nature walk. Race support herself reality community TV.",714.66,629.76,445,10.95,True,2023-01-16,Gill-Duncan,SKU-28228,3.4,408
598,3,304,"Mitchell, Hodges and Davis Quite","Along threat almost only goal.
Form low hope mind lawyer century music. Purpose resource wait find look foreign.
Civil in amount black sign water. Ok thus short kitchen authority.",162.72,162.64,686,2.6,False,2023-01-21,Jackson Ltd,SKU-12058,3.3,922
599,4,404,"Moyer, Hayden and Bell Away","Must right put issue around stay natural.
Account have such response she turn environment. A serious impact. Firm return consumer send.
Stock them or. Ready American more provide movement court ball.",975.23,806.66,140,12.88,True,2023-01-15,Nelson Ltd,SKU-89223,4.9,653
600,2,204,Taylor Inc Seek,Claim face affect tree human you seat language. View miss during week. Treat word know page. Region structure argue.,514.32,468.24,460,7.76,True,2023-01-14,Bradley-Molina,SKU-89242,3.0,528
601,2,205,"Harrison, Osborne and Washington Hand","Majority daughter perform discuss type seven everything. Central present his mission. Detail lot enjoy.
From of everyone along. Structure away brother prepare quality window street.",276.56,272.5,590,7.4,True,2023-01-19,Gomez and Sons,SKU-73342,4.4,132
602,5,504,"Smith, Stephenson and Manning Particularly","Wonder environment performance even edge tax push. Talk modern cold.
Arm next eight dark begin. Wish spring car Mrs.",962.12,785.1,747,14.65,True,2023-01-25,Chambers-Salazar,SKU-46624,3.9,96
603,5,505,"Crawford, Flores and Martin Nothing","Task often design against offer either. Meeting else box.
Similar good unit she me employee center. After something left movement them. Compare guess prevent per some fine cause work.",97.56,87.27,759,13.31,True,2023-01-22,Maldonado Ltd,SKU-93058,4.1,605
604,3,305,"Mack, Hill and Holt Become",Star may huge view tree kind early. Rock third learn level agreement true discover.,62.25,54.07,797,0.31,True,2023-01-29,Brown PLC,SKU-71503,4.1,354
605,4,403,Wood-Murphy Ball,"This travel treat treat thought production admit control.
Find yourself control. Owner drive hand bar. Foreign image those run protect. Live easy husband doctor story interesting.",960.98,922.19,296,3.43,True,2023-01-20,Barnes Ltd,SKU-49855,4.5,592
606,3,301,Wilson-Thomas Yard,"Commercial change leg program.
Bag choose company mouth their this such. Car it rule test wish. Mr population among near either guess expect.",633.01,579.6,586,1.13,True,2023-01-26,Myers-Chung,SKU-91830,3.1,525
607,1,102,"Martin, Brewer and Smith Set","Reveal gas however heart career recent marriage. Fund success road board. Result use explain firm yourself much admit.
Economic try strategy always career want.",510.54,495.37,284,5.12,True,2023-01-09,"Sharp, Bray and Peterson",SKU-43679,3.0,132
608,5,502,Green-Lambert Against,"Relate without old floor space why reflect.
Carry evidence may official. Summer add interesting cost increase me event unit.
Ago whatever dark arm from mouth. Tell young get drive rest film.",911.03,863.47,674,8.99,True,2023-01-09,Dean PLC,SKU-40958,4.0,832
609,5,501,Woods and Sons Note,Identify defense keep attention either nature. Citizen list yet you each bed budget.,349.42,285.43,148,11.95,True,2023-01-27,Carson-Robinson,SKU-75004,4.5,434
610,4,402,Steele-Horn Entire,"Year true maybe skin local reflect support. Research information allow could gas house.
Next decade anything notice Republican myself several. Watch off debate teacher group.",664.06,627.67,171,4.3,True,2023-01-12,"Wilson, Hamilton and Anderson",SKU-17120,4.3,789
611,1,101,"Mccall, Doyle and Gordon Position",Bank movement challenge affect party. Like affect occur woman. Majority paper beautiful final ten mind guess into.,175.92,154.77,308,9.58,True,2023-01-30,White-Cooper,SKU-79798,3.5,709
612,4,404,Chapman-Key State,"Across again night.
Score say best other true road. Name hair assume phone. Almost center create amount far act.",270.0,244.64,445,0.34,True,2023-01-15,Frazier Inc,SKU-60070,4.4,1003
613,5,501,Lee-Cook Change,Him significant money look total carry price. Value dream white Mr music actually before teacher. Worker image bank information civil eight.,106.39,96.42,362,19.13,True,2023-01-30,Kane and Sons,SKU-95467,4.7,357
614,3,303,Morgan Inc Bit,"Level animal treat finish summer. Rich eight list also start for instead.
Team design usually brother need. Loss receive left month strong tonight.",804.29,684.51,598,7.88,True,2023-01-24,Leonard-Nelson,SKU-41692,4.5,619
615,2,205,Williams-Fowler Bank,"Drive skill bill candidate future food. Various instead there apply morning. Into voice wall religious door.
Score subject big. Note white side visit trial south exist.",344.03,322.72,184,6.33,False,2023-01-01,"Carlson, Watson and Patel",SKU-18906,3.0,119
616,5,501,Vazquez-Gonzalez Smile,"Catch item detail machine. Raise truth rich drug new.
Look free trip kitchen. Market back attention our. Try what add camera example sure consider.",688.64,599.33,742,5.74,True,2023-01-01,"Anderson, Houston and Bartlett",SKU-91185,3.2,974
617,5,502,Munoz-Smith Difficult,"Executive front thought six six also. Rest girl have.
Maybe participant process minute upon reach. Human pressure able hit push.",950.98,882.15,725,19.16,False,2023-01-20,Gonzalez-Rodriguez,SKU-27027,3.8,797
618,5,502,"Ford, Wilson and Mcintyre Inside",Teacher at already industry one painting very. Law half majority red degree.,897.04,842.44,259,5.96,True,2023-01-03,Kelly-Summers,SKU-93726,3.9,302
619,4,403,"Reynolds, Lewis and Santiago Factor",What long late nor environment charge. Drop fight through network score office. Through either this pull program factor voice.,264.76,253.15,283,15.56,True,2023-01-11,Robinson-Everett,SKU-17872,3.5,852
620,3,302,Santiago Group Ready,Nice arrive list feeling member scientist card. Medical science ever yourself hit food.,446.17,400.81,950,4.09,True,2023-01-21,Nguyen PLC,SKU-74494,3.2,572
621,4,402,"Richardson, Banks and Knight Space","Computer go near. Major deal hand professor catch wind together.
Stage analysis you subject mother entire red.
Night rule letter order. Television measure from floor remain across majority.",617.83,507.39,452,14.34,True,2023-01-03,"Francis, Hobbs and Frazier",SKU-19229,4.1,274
622,4,401,"Garrett, Miles and Jacobs Rather","American black meet. Stop determine yourself market method then cost physical.
Determine among too man finally every. Woman husband last policy say. Month senior project senior.",897.55,744.76,655,0.12,False,2023-01-13,"Mcintosh, Thornton and Villegas",SKU-44922,3.3,355
623,4,405,Mclaughlin-Ward Front,Court action bed perform. Boy statement race floor along old possible. Down year husband control. Degree another chance simply bill rather idea event.,13.67,12.87,789,9.86,True,2023-01-28,Oconnell Group,SKU-19188,4.1,25
624,4,404,Rodriguez Ltd Cup,Effect bed later part represent soldier decade. Bar everybody scientist money order accept after.,129.99,117.91,367,6.74,True,2023-01-02,White Inc,SKU-92873,5.0,683
625,1,103,Merritt Ltd Well,"Main store policy hear between condition bill. Former say democratic hundred.
Among anyone central yard nor stage team. Deal accept wide benefit consumer move.",539.28,535.07,82,16.84,True,2023-01-10,Fletcher LLC,SKU-94907,3.4,583
626,1,104,Gutierrez Inc Growth,"Concern field sit assume end. Present it trip ago rest know. Interview under from physical hour form.
Several positive themselves important mention civil whose room. Indeed I tell.",664.13,571.0,399,17.94,True,2023-01-12,"Hines, Simon and Lewis",SKU-73766,3.2,664
627,4,402,"Guerra, Randall and Mclaughlin Share","Sometimes answer stand. Performance same body home rock test require bed. Must necessary similar never effect everyone start us.
Consider far page billion.
Task each yes painting natural full.",148.54,124.57,737,19.93,True,2023-01-13,Smith and Sons,SKU-18256,4.6,670
628,3,304,"Reed, Vincent and Mann Us","Contain go attention billion personal hear. Public policy see.
Occur size across drive option. Center hear short discover agency set film.
Big cold whose.",538.6,520.75,460,19.33,False,2023-01-11,Williams-Rice,SKU-17347,3.7,762
